요리명,조리방법,조리분류,열량,탄수화물,단백질,지방,나트륨,재료
풋마늘오징어김치,기타,반찬,39.2,3.8,4.7,0.8,220.8,"풋마늘 20 물 200 건오징어 5 밀가루 1.25 물 20 소금 0.25 고춧가루 0.6 새우젓 0.75 멸치액젓 0.2g, 설탕 1 통깨 0.5 생강즙 0.25"
절편꽃말이떡,찌기,후식,115.6,20.2,3.2,1.7,132.5,절편 35 거피녹두 12.5 물 200 다진 호두 2 진달래꽃 2.5 설탕 2 소금 0.2
가지볶음,볶기,반찬,37.6,4.7,0.9,2.5,68,"가지 70g, 생강 0.5g, 고추장 2g, 물엿 2g, 통깨 0.5g, 들기름 2g"
고등어 강정,튀기기,반찬,154.6,10.1,7.8,9.1,207,"고등어 35g, 전분 5g, 땅콩 1g, 튀김기름 5g, [고등어 밑 양념]생강즙 1g, 청주 2g, 소금적당량 후춧가루 적당량[조림장]간장 1g, 고추장 3g, 토마토케첩 3g, 설탕 1g, 물엿 3g, 물 5g"
꽃게볶음,튀기기,반찬,109,10.1,10.3,2.9,317,"꽃게 70g, 청주 2g, 전분 3g, 실파 5g, 참기름 2g, 건고추 3g, 마늘다진것 3g, 생강다진것 2g, 소금적당량 후춧가루적당량 [양념장]간장 2g, 청주 2g, 설탕 3g, 물 3g"
다시마칩,튀기기,후식,61,10.3,1.6,2.5,139,"다시마 25g, 꿀 7g, 참께 4g, 오트밀 4g"
브로콜리 쇠고기 볶음,볶기,반찬,124,13.9,1.2,4.1,300,"브로콜리 70g, 쇠고기안심 30g, 물전분 6g, 당근 10g, 마늘다진것 3g, 간장 3g, 생강 3g, 설탕 3g, 식물성기름 2g, 소금적당량"
새우살을 채운 두부 스프(미네스트로네),끓이기,일품,117,5.9,13.8,4.6,361,"새우 35g, 두부 50g, 당근 10g, 돼지호박 10g, 참기름 1g, 생강 1g, 양파 10g, 마늘다진것 1g, 닭육수 70g, 굴소스 3g, 간장 2g, 소금적당량[새우 마리네이션]달걀흰자 5g, 전분 2g, 소금 적당량"
시저 샐러드,기타,반찬,213,24.5,14.5,6.4,220,"상추/로메인 60g, 마늘다진것 3g, 앤쵸비 3g, 소금 적당량 후추 적당량 달걀노른자 5g, 레몬주스 3g, 올리브오일 1g, 파마산 치즈 5g, 도미살 30g, 밀가루 8g, 달걀물 5g, 빵가루 4g,[크루퉁]파슬리다진것 2g, 오레가노다진것 1g, 식빵 20g, 소금적당량 후추 적당량"
연두부 무순 냉국,끓이기,국&찌개,71,6.3,6,3,223,"연두부 75g, 무순 10g, 대파 5g, 청고추 3g, 홍고추 3g, 쑥갓 2g, 통깨 1g, 소금적당량[냉국 국물재료] 다시마육수 90g, 간장 4g, 맛술 2g, 식초 2g, 설탕 3g"
차가운 당근 수프,끓이기,일품,84,13.2,2.3,3.3,57,"당근 80g, 버터 2g, 양파다진것 10g, 생강다진것 1g, 마늘다진것 2g, 야채육수 50g, 오렌지주스 20g, 생크림 5g, 당근주스 30g, 소금적당량"
태국식 불고기 샐러드,기타,반찬,89,8.8,8.3,3.1,242,"쇠고기 30g, 애호박 20g, 토마토 25g, 가지 15g, 양파 8g, 새송이버섯 15g, 그린 샐러드적당량[불고기 드래싱] 풋고추 3g, 홍고추 3g, 마늘 1g, 고춧가루 1g, 레몬주스 3g, 타바스코 1g,[카레오일]올리브오일 1g, 로즈마리 1g, 민트 1g, 카레가루 2g"
팽이버섯 야채볶음,볶기,반찬,83,10.9,2.6,4.4,14,"팽이버섯 70g, 청경채 50g, 참기름 2g, 식용유 2g, 물전분 6g, 소금 적당량"
딸기연두부쉐이크,기타,후식,121,25.3,4,1.5,5.5,"딸기 100g, 연두부 50g, 바나나 50g, 올리고당 10g"
봄주먹밥,끓이기,밥,252.4,19.63,4.29,2.12,118.1,"1인분 봄동 10g, 깻잎 6g, 낙지다리 6g, 참기름 3g, 두릎 8g, 올리브유 4g, 미나리 3g, 주먹밥 데친꼬막살 12g, 올리브유 4g, 밥 100g, 참깨 3g, 두부강된장 참기름 10g, 다진양파 14g, 다진당근 14g, 다진애호박 14g, 물 150g, 된장 14g, 고춧가루 4g, 다진마늘 4g, 붉은고추 4g"
구운 주먹밥,굽기,밥,335.1,35.43,5.79,6.84,79.4,"현미 100g, 톳 30g, 생김 5g, 달걀 50g, 밥 밑간 참기름 4g, 참깨 2g, 톳 무침양념 설탕 2g, 식초 2g"
깻잎장아찌롤,끓이기,밥,375.2,18.4,2.6,3.4,750.7,"쌀 200g, 깻잎장아찌 30g, 김 5g, 새싹 20g, 밥 밑간 참기름 5g, 참깨 3g, 허브타르타르드레싱 양파 20g, 피클 20g, 삶은달걀 60g, 마요네즈 20g, 머스터드소스 설탕 3g, 물 5g, 머스터드조스 1.5g"
롤 삼계탕,끓이기,국&찌개,103.4,4.3,11.9,4.3,50.2,"마 30g, 대추20g, 은행35g, 단호박 40g, 아스파라거스 15g, 영콘 20g, 마늘 10g, 쌀 200g,
 닭 550g, 파 15g, 마늘 15"
효종갱(曉鍾羹),끓이기,국&찌개,186.1,0.99,4.95,1.69,220.6,"배추 20g, 무 10g, 느타리버섯 20g, 쇠고기 양지 50g, 갈비 50g, 양파 40g, 마늘 10g, 물 300g, 저염간장 10g"
갯벌의 여왕 모시조개의 달콤한 유혹,끓이기,반찬,155,7,11,9,760,"바지락 모시조개  200g, 양파 15g, 마늘 10g, 마른 홍고추 1g, 올리브유 15g, 호이트와인 15ml 쳥양고추 3g, 저염치즈 10g, 후추 5g, 바질 5g"
고구마 타락죽,끓이기,밥,362.9,37.2,7.2,21.4,161,"고구마 20g, 양송이버섯 15g, 양파 10g, 느타리버섯 7g, 현미 30g, 저지방우유 130g, 식용유 20g, 물 100g"
두부 채소 볶음밥,굽기,밥,322,60.3,13.5,6.5,213,"밥 150g, 두부 70g, 표고버섯 10g, 당근 5g, 감자 5g, 청피망 5g, 홍피망 5g, 오이 10g, 애호박 10g, 소금 0.2g, [소스소개] 간장 2g, 청고추 0.5g, 홍고추 0.5g, 통깨 0.2g, 참기름 2g, 다시마물 5g"
건강 마늘 꿀환,튀기기,후식,167,29.5,4.8,4.9,13,"마늘 50g, 잣 2g, 꿀 10g, 검은깨 5g, 카스텔라가루 10g"
과일 샐러드 또띠아,기타,후식,277,58.1,5.5,3.5,84,"자몽 30g, 오렌지 30g, 키위 30g, 사과 30g, 플레인 요구르트 30g, 꿀 5g, 또띠아 45g"
수박 화채,기타,후식,126,28.3,3.4,0.7,2,"찹쌀가루 12g, 물 8g, 수박 180g, 팥 5g, 설탕 5g"
우유 생강차,끓이기,후식,108,15.7,5.9,2.8,185,"우유 180g, 생강 10g, 꿀 6g, 깨소금 3g, 계피가루 1g"
레몬 들깨 소스를 품은 떡꼬치,굽기,후식,735,100,12,32,573,"쌀떡 90g, g,hen 10g, 잣 5g, 식용유 30g, 꼬치용 꼬치 6개
 들깨가루 45g, 두유 45g, 꿀 15g, 물 15ml 참기름 7g, 레몬즙 7g, 검은깨 5g"
누룽지 요거트 파르페,기타,후식,0,0,0,0,0,"밥 210g,
 오렌지 40g, 사과 30g, 요거트 200g, 블루베리 30g"
자색고구마 호떡,굽기,후식,229.2,38.4,3.7,6.5,71.9,"찹쌀 30g, 자색고구마 20g, 소금 0.2g, 현미휴 3g, 물 17g, 황설탕 7g, 검정깨 땅콩 호두 각 2g, 찹쌀가루 0.5g, 계피가루 0.2g"
청국장지짐 케일쌈밥,기타,밥,398,65.4,19.2,6.6,4.3,"돼지고기 20g, 청국장 30g, 밥 100g,
케일 50g, 멸치 10g, 무 40g, 양파 80g,
사과 100g"
마늘 불고기 덮밥,볶기,밥,598.4,85,24.6,17.8,3.1,"소고기 불고기용 250g, 쌀 150g,
새송이버섯 50g, 당근 30g, 양파 30g,
대파 20g, 마늘 배 30g, 진간장 30g,
후춧가루 2g"
잡곡강정밥,기타,밥,594.3,120.1,15.2,5.9,1.3,"잡곡 50g, 찹쌀 50g, 호두 20g,
은행 20g, 밤 20g, 대추고 60g, 꿀 5g,
간장 15g, 소금 2g"
함박스테이크 볼 밥,굽기,밥,439.5,62.4,22.3,11.2,8,"소고기 60g, 돼지고기 60g, 가래떡 20g,
양파 20g, 새송이버섯 20g,
파프리카 15g, 사과 20g, 배 30g,
고추장 5g, 파 10g, 마늘 5g, 간장 5g,
청주 5g, 후춧가루 0.5g, 참기름 3g"
곤드레 밥버거,기타,밥,467,76.5,12,12.6,22.7,"쌀 80g, 찹쌀 40g, 흑미 40g, 곤드레나물 50g,
파프리카 30g, 양상추 30g, 감자 20g,
양파 50g, 깻잎 바나나 김 10g,
호두 10g, 사과 밀가루 30g, 빵가루 50g,
마요네즈 50g, 된장 30g, 식초 30g, 간장 15g,
참기름 15g, 들기름 15g, 소금 0.2g"
대추닭살리조또,끓이기,밥,498.3,70.3,21.2,14.7,8.4,"닭고기 가슴살 30g, 쌀 50g, 양파 10g,
표고버섯 10g, 대추 당근 5g,
피망 5g, 치즈 10g, 우유 50g, 마늘 3g,
소금 0.5g, 후춧가루 0.1g"
먹골배 카레주먹밥,기타,밥,379.2,445.4,10.8,11.5,1.1,"쌀 150g, 카레가루 70g, 묵은지 15g,
양파 15g, 애호박 5g, 가지 5g,
참치 50g, 마요네즈 20g"
신호등 통통이(어린이 곤약삼색주먹밥),기타,밥,441,81.6,8.6,5.6,0.9,"소고기 10g, 곤약미 30g, 쌀 30g,
시금치 20g, 당근 20g, 멸치 5g,
대파 0.5g, 달걀 간장 1g,
참기름 5g, 소금 1g, 후춧가루 0.2g,
올리고당 3.5g"
양배추롤&참치두부쌈장,찌기,일품,295,52.5,12.9,3.7,4.5,"밥 150g, 양배추 60g, 참치 캔 30g,
두부 30g, 양파 8g, 파 5g, 마늘 5g,
된장 5g, 고추장 2g, 매실청 3g,
참기름 1.5g, 깨 1g, 물 8g"
라비올리 크림소스,볶기,반찬,735.7,101.2,29.6,16.9,242,"양파 17.5g, 마늘 2.1g, 새우살 70g, 게살 17.5g, 식용유 4.2g, 크림 17.5g, 파마산치즈 4.9g, 버터 2.1g,[라비올리 반죽] 중력분 35g, 강력분 100g, 달걀 38.5g, 물 40g, 시금치 3.5g, 비트 3.5g"
라비올리 토마토소스,끓이기,반찬,330.8,55.2,14.2,5.7,115,"중력분 25g, 강력분 25g, 달걀 12g, 물 12g, 양파 25g, 당근 12g, 토마토 120g, 셀러리 8g, 바질 8g, 오레가노 2.5g, 로즈마리 2.5g,물필요량설탕 2g,마늘다진것 2g, 우유 125g, 레몬즙 8g, 차이브 2.5g, 파마산치즈 1g"
미역 조랭이 떡국,끓이기,국&찌개,368.7,66,9.2,10.9,774,"미역마른것 5g, 우엉 20g, 조랭이 떡 100g, 들깨 18g, 들기름 4g, 마늘 4g, 물 300g, 국간장 4g"
버섯 리조또,끓이기,밥,325,59,8.7,4.9,125,"쌀 70g, 양송이버섯 15g, 마늘다진것 2g, 닭육수 180g, 파슬리다진것 2g, 타임다진것 0.5 올리브오일 1.5g, 파마산치즈 3g, 버터 1g, 소금적당량 후추적당량"
서리태 잣국수,끓이기,일품,478.7,61,18.2,18.3,83,"잣 20g, 서리태 20g, 오이 10g, 밀가루 70g, 소금 0.2g, 체리토마토 10g, 흑임자 0.5g, 물 300g"
쌈밥,볶기,밥,315.1,57.5,13.3,3.5,558,"밥 140g, 쇠고기다진것 15g, 후춧가루 0.01g, 참기름 2g, 근대 20g, 쌈다시마 15g, 양배추 20g, 케일20g, 앤다이브 20g, 깻잎 10g, 미나리 1g, 오징어 10g, [소스 소개] 저나트륨 간장 6g, 물 30g, 홍고추 3g, 청고주 2g,<br />저나트륨 고추장 1g, 식초 0.5g,설탕 0.5g,사이다 0.5g"
영양밥,끓이기,밥,321.5,63.6,6.3,5.2,102,"쌀 30g, 현미찹쌀 30g, 표고버섯 30g, 당근 30g, 대추 7.5g, 은행 3g, 밤 12g, 다시마 육수 20g, [소스소개]저나트륨 간장 1g, 사과쥬스 4g, 겨자 0.5g, 참기름 3g, 깨소금 1g, 청고추 1g, 홍고추 1g"
팥죽,끓이기,밥,287.1,60,11.8,0.1,9,"팥 40g, 찹쌀가루 30g, 찹쌀 10g, 물 300g, 설탕기호에따라"
호박만두,끓이기,반찬,211.2,34.4,6.1,4.8,150,"애호박 50g, 표고버섯 10g, 청고추 5g, 소금 0.1g, 시금치 10g, 참기름 2g, 통깨 0.4g, 식용유 2g, 후춧가루 0.2g, 밀가루 40g, 물 20g, [소스소개] 간장 2g, 식초 5g, 물 5g"
감자 팬케익,찌기,반찬,399.7,75.7,13.4,4.5,320,"감자 100g, 양파다진것 15g, 체리 20g, 사과 20g, 청포도 35g, 식초 1g, 물 200g, 달걀흰자 80g, 밀가루 16g, 베이킹 파우더 1g, 마늘가루 1g, 후춧가루 0.1g, 식용유 4g, [소스소개] 설탕 30g, 포도주스 50g, 레몬주수 15g, 계피가루 0.1g"
단호박 두부 포타주,굽기,일품,92.6,12.1,6.6,3.8,379,"단호박 40g, 두부작은것 40g, 두유 40g, 다시마국물 150g, 소금 0.5g, 후춧가루 0.1g"
쇠고기와 검은콩 요리,굽기,반찬,346.5,36.4,24.3,13,199,"쇠고기갈은것 50g, 서리태 30g, 셀러리 3g, 양파 7.5g, 청피망 4.5g, 토마토 61.5g, 베이컨 4.5g, 현미 30g, 닭육수 30g, 물 40.5g, 마늘다진것 0.8g, 월계수잎마른것 0.2g, 타임마른것 0.3g, 후춧가루 0.2g, 카엔페퍼 0.2g"
채소 커리를 곁들인 팬케익,끓이기,반찬,258.6,30.8,15,7,261,.
양송이버섯 달걀 크레페,굽기,반찬,319,48,16.1,7.1,105,"양송이버섯 12.8g, 달걀 11g, 에벤탈치즈 20g, 메밀가루 20g, 달걀 22g, 밀가루 20g, 우유 80g, 설탕 10g, 양파 8g, 파슬리다진것 0.4g, 감자 20g, 로즈마리다진것 0.2g, 마늘다진것 1.2g, 식용유 1g"
파인애플떡갈비,굽기,반찬,336.8,33.3,14,16.4,21.1,"소고기 갈빗살 60g, 파인애플 45g,
양파 8g, 표고버섯 7g, 전분 10g,
파 5g, 마늘 2g, 진간장 3g, 설탕 1g,
참기름 1.5g, 후춧가루 0.2g"
건강가지말이+참깨마요소스,굽기,반찬,157.4,15.6,1.9,9.7,9.9,"가지 200g, 단호박 30g,
삼색파프리카 30g, 당근 30g, 사과 30g,
배 30g, 무순 10g, 청양고추 20g,
마요네즈 30g, 참깨 40g, 꿀 20g"
순창 고추장 두부강정,튀기기,반찬,350.3,40.8,14.7,14.2,15.7,"소고기 불고기용 60g, 두부 400g,
새송이버섯 40g, 당근 30g, 양파 10g,
마늘 15g, 생강가루 5g, 고추장 50g,
튀김가루 200g, 전분 20g, 맥주
소금 1g, 간장 15g, 꿀 15g, 케첩 45g,
올리고당 15g"
곤약 백김치 말이,기타,반찬,44.2,7.5,3.2,0.1,2.7,"오징어 30g, 곤약 100g, 백김치 50g,
삼색파프리카 20g, 부추 10g, 청주 15g,
통후추 월계수잎"
묵은지비프롤,굽기,반찬,364.2,9.2,31,22.6,1.9,"소고기 불고기용 100g, 묵은지 100g,
팽이버섯 20g, 아스파라거스 10g,
삼색파프리카 20g, 참나물 10g,
달걀 전분 20g, 올리브오일 50g,
매실액 30g, 레몬즙 30g, 소금 1g,
후춧가루 0.5g"
바나나를 감싼 일본식 달걀말이,굽기,반찬,362.3,34.6,17,17.3,25.2,"달걀 바나나 전분 5g,
소금 0.2g"
그린커리,끓이기,반찬,465.7,34.3,48.5,14.9,17.1,"닭고기 가슴살 50g, 그린커리
페이스트 50g, 코코넛밀크 40g,
당근 30g, 가지 50g, 양송이버섯 20g,
레몬그라스 10g, 마늘 5g"
현미 고구마 아란치니,튀기기,일품,458.6,68.4,8.6,16.8,5.1,"고구마 100g, 현미밥 210g,
새송이버섯 25g, 당근 25g, 양파 25g,
달걀 파슬리 3g, 빵가루 200g,
밀가루 100g, 소금 2g, 후춧가루 1g,
식용유 500g"
유자 치킨 꿔바로우,튀기기,반찬,376.5,45.5,23.9,11,22.4,"닭고기 가슴살150g, 생강 5g,
녹말 50g, 찹쌀가루 50g, 유자청 10g,
전분 5g, 꿀 10g, 소금 1g,
후춧가루 1g, 식초 45g, 식용유 10g,
물 45g"
펌킨크로켓,튀기기,반찬,335.6,27.1,12.2,19.8,8.8,"단호박 80g, 양파 20g,
당근 10g, 참나물 10g, 달걀
모짜렐라치즈 10g, 빵가루 500g,
식용유 500g, 소금 1g, 후춧가루 0.5g"
이태리튀밥,튀기기,밥,508.7,58.6,15.9,23.4,3,"쌀 100g, 방울토마토
바질 3g, 옥수수 20g, 달걀
빵가루 30g, 파마산치즈가루 20g,
생모짜렐라치즈 20g, 버터 4g,
올리브오일 3g, 소금 2g"
현미 입은 미트볼,굽기,반찬,479.3,16.6,34.1,30.7,5.7,"소고기 100g, 돼지고기 100g, 대추
배 현미튀밥 30g, 밀가루 20g,
양파 60g, 마늘 30g, 쪽파 30g,
생강 5g, 간장 30g, 소금 0.5g,
후춧가루 0.2g, 참기름 3g, 참깨 3g"
시금치 볶음 쌀국수,볶기,일품,584.8,76.4,13.1,25.2,4.9,"새우 100g, 쌀국수 150g, 시금치 40g,
달걀 메추리알 20g, 마늘 20g,
굴소스 20g, 식초 30g, 땅콩 3g,
전분 10g, 청주 5g, 고추기름 15g,
소금 0.5g, 후춧가루 3g,
올리브오일 15g"
새우채소꼬치구이,굽기,반찬,80.7,11.2,6.6,1,7.5,"새우 60g, 단호박 60g, 양배추 40g,
방울토마토 35g, 대파 20g, 후추 0.5g"
영유아를 위한 고소한 닭꼬치,굽기,반찬,324,18.2,25.1,16.8,1.3,"닭고기 가슴살 25g, 우유 10g,
아몬드슬라이스 10g, 참깨 2g,
흑임자 1g, 소금 0.1g, 후춧가루 0.1g"
얌얌 맛있게타,볶기,일품,324.1,40.1,12.5,12.7,3.7,"바게트 새송이버섯 15g,
표고버섯 10g, 방울토마토
바질 10g, 생모짜렐라치즈 15g,
마늘 2.5g, 올리브오일 10g, 소금 0.2g"
오! 푸룻한 뿌리채소,기타,반찬,308.4,44.3,8.4,10.9,12.4,"우엉 25g, 연근 50g, 오렌지 100g,
요거트 50g, 크랜베리 10g, 땅콩 5g,
호두 3g, 레디쉬 5g, 식초 3g,
머스터드 3g, 얼음 200g"
채소 팬케익,굽기,반찬,286.1,38.5,14,7.6,275,"당근갈은것 40g, 돼지호박갈은것 20g, 셀러리다진것 10g, 양파다진것 10g, 중력분 32g, 후춧가루 0.21g, 저나트륨 베이킹 파우더 0.5g, 머스터드 파우더 0.5g, 식용유 2g, 달걀 55g, 저지방우유 100g, 메이플시럽 3g"
누룽지과자,굽기,후식,344.4,48,8.4,14.9,62,"밥 20g, 달걀흰자 20g, 밀가루 8g, 식용유 2g, 땅콩 10g, 건포도 10g, 호두 12g, 딸기잼 40g"
단호박 경단,끓이기,후식,162.9,30.5,3.6,3.3,87,"단호박 18g, 찹쌀가루 18g, 카스텔라 18g, 소금 0.2g, 건포도 2g, 호박씨 0.8g, 잣 2g, 물 10g"
모듬탕수,튀기기,반찬,205,26.3,5.7,1,120,"표고버섯마른것 20g, 연근 20g, 주황파프리카 20g, 노랑파프리카 20g, 브로컬리 20g, 식용유 10g, [소스소개] 감자녹말가루 7g, 레드와인 5g, 간장 2g, 식초 1g, 설탕 1g"
새싹 비빔밥,기타,밥,282.4,50.6,8.7,7.4,318,"밥 100g, 각종 새싹 20g, 무순 2g, 샐러리 5g, 쑥갓 5g, 래디쉬 15g, [소스소개] 저나트륨 볶음고추장 고추장 7.5g, 물 15g, 사과 50g, 설탕 2.5g, 참기름 2g, 쇠고기다진것 20g,  고기양념 파다진것 2.5g, 마늘다진것 1.3g, 깨소금 1.3g, 참기름 2g, 후춧가루 2g"
가지볶음,볶기,반찬,37.6,4.7,0.9,2.5,68,"가지 70g, 생강 0.5g, 고추장 2g, 물엿 2g, 통깨 0.5g, 들기름 2g"
감자냉채,기타,반찬,51.2,10.7,1.7,0.3,113,"감자 40g, 래디쉬 5g, 오이 10g, [소스소개 물60g, 식초 1.5g, 설탕 1.5g, 파인애플주스 1.5g, 소금 0.3g, 겨자가루 1.5g, 물미지근한것 1g, 설탕 2g, 식초 3g, 소금 0.03g, 파인애플주스 1.6g"
고추잡채,볶기,반찬,150.6,4.9,6.2,11.7,147,"돼지고기 30g, 청피망 30g, 죽순통조림 6g, 홍고추 1.4g, 표고버섯 7g, 소금 0.4g, 참기름 1g, 식용유 5g,[소스소개] 고기 밑간 후춧가루 0.1g, 정종 1g, 달걀 4g, 녹말가루 3g"
나박김치,기타,반찬,39.6,9.7,2.4,0.3,196,"배추잎 50g, 무30g, 당근 10g, 실파 5g, 수삼 10g, 마늘 3g, 생강 5g, 고춧가루 2.5g, 미나리 10g, 홍고추 2g, 물 70g, 소금 0.5g"
냉잡채,끓이기,반찬,129,21.8,0.9,4.1,272,"당면 20g, 표고버섯 5g, 양배추 5g, 오이 5g, 당근 3g, 깻잎 5g, 상추 5g, 청피망 3g, 홍피망 3g, 팽이버섯 3g, 노랑파프리카 3g, 간장 2g, 들기름 3g, [소스소개] 배 10g, 간장 2g, 소금 0.1g, 겨자 1g, 식초 2g, 설탕 1g, 올리브오일 1g"
단호박 두부찜,찌기,반찬,37.9,5.2,2,1.6,220,"단호박 14g, 두부 14g,마늘 1.4g, 풋고추 10.5g, [소스소개] 간장 2.4g, 청주 1.1g, 다시물 12.3g, 맛술 0.4g, 설탕 0.4g, 소금 0.1g, 식용유 0.7"
단호박전,굽기,반찬,310.4,46.1,6.7,10.7,77,"단호박 50g, 밀가루 50g, 소금 0.2g, 식용유 10g, 물 10g"
도라지 검은깨 튀김,튀기기,후식,134.6,23.9,2.4,4,163,"도라지 25g, 검은깨 1.25g, 찹쌀가루 8.75g, 튀김가루 10g, 식용유 3g,[소스소개] 저나트륨 간장 1g, 식초 2g, 설탕 2g, 물 3g, 고추냉이 0.5g"
발사믹으로 양념한 채소요리,굽기,반찬,300.6,5.6,2.5,30.2,76,"브로컬리 20g, 컬리플라워 20g, 돼지호박 10g, 당근 10g, 양파 10g, 가지 10g, [소스소개] 저나트륨 올리브오일 30g, 포도식초 5g, 오레가노마른것 0.5g, 타임마른것 0.5g, 로즈마리마다진것 0.5g, 저나트륨소금 0.2g"
버섯 굴소스 볶음,볶기,반찬,38.1,3.4,1.6,2.7,32,"표고버섯 5g, 양송이버섯 10g, 느타리버섯 10g, 팽이버섯 5g, 새송이버섯 10g, 식용유 2g, [소스소개] 굴소스 0.3g, 간장 0.3g, 마늘다진것 1g, 물 5g, 참기름 0.6g, 부추 또는 실파 10g"
비트와 호두 요리,끓이기,후식,267.7,38.8,3.2,10.2,71,"비트 80g, 사워크림 15g, 식용유 1g, 파슬리 다진것 5g,[소스소개] 식초 15g, 설탕 7g, 후추 0.1g, 식용유 1g, 호두 12g, 황설탕 24g, 물 15g, 게피 0.5g, 넛맥 0.5g"
상추 겉절이,기타,반찬,19.4,3.9,1.1,0.5,108,"상추 15g, 간장 2g, 물 2g, 매실농축액 5g, 고춧가루 1g, 통깨 0.4g, 식초 0.4g, 영양부추 10g, 양파 5g, 홍고추 3g"
연근고구마샌드위치,튀기기,일품,420.7,53.6,10.5,18.2,22.6,"연근 200g, 고구마 200g, 견과류 30g,
튀김가루 100g, 백년초가루 30g,
달걀 식용유 500g, 소금 5g,
식초 10g"
파프리카깍두기(어린이용),기타,반찬,122.6,24.3,5.5,0.4,19.1,"무 80g, 파프리카 20g, 사과 5g,
현미 5g, 실파 0.5g, 멸치 5g, 마늘 3g,
멸치액젓 5g, 올리고당 2g, 천일염 5g"
과일 김치,기타,반찬,98.3,20.8,2.3,0.6,14.6,"사과 30g, 배 10g, 복숭아 15g,
토마토 25g, 치커리 3g, 고춧가루 2g,
마늘 3g, 깨 2g, 참기름 2g, 소금 0.5g"
오이 짱아지 무침,기타,반찬,96.5,17.3,4,1.2,8.9,"오이 고춧가루 10g, 매실액 15g,
양파 10g, 파 5g, 마늘 5g, 참기름 5g"
비트 배추피클,기타,반찬,48.4,10.1,1.5,0.2,9.3,"비트 10g, 배추 20g, 무 50g, 사과 50g,
당근 10g, 식초 25g, 설탕 10g,
월계수잎 통후추 2g, 물 100g"
오징어와사비마요무침,기타,반찬,347.6,16.2,19.6,22.7,10.7,"진미채 10g, 유자청 3g, 마요네즈 15g,
와사비 3g, 레몬즙 2g, 깨 1g"
삼색 버터롤,굽기,후식,446.8,68.3,14,13.1,9.9,"홍시 25g, 호두 25g, 곶감 25g,
대추 25g, 블루베리 25g, 크랜베리 25g,
강력분 275g, 꿀 20g, 버터 40g,
달걀 이스트 11g, 소금 5g,
탈지분유 8g, 제빵개량제 2.5g, 물 140g"
